news_index,nyt_txt,country
5494,a feared ex general appears set to become indonesia s new leader prabowo subianto was ejected from the military on accusations of rights abuses now he is projected to win the country s presidency outright in the first round,indonesia
5505,a palestinian exile champions an arab vision for gaza mohammed dahlan who advises the united arab emirates provided public insights into what arab governments are privately planning for the battered enclave after the war ends,palestine
5505,a palestinian exile champions an arab vision for gaza mohammed dahlan who advises the united arab emirates provided public insights into what arab governments are privately planning for the battered enclave after the war ends,united arab emirates
5506,wednesday briefing ukraine turns to europe for more support,ukraine
5509,it s not time for our troops to leave the middle east should u s troops stay in syria and iraq or should they go and if they stay how does american leadership prevent these attacks from continuing,syria
5509,it s not time for our troops to leave the middle east should u s troops stay in syria and iraq or should they go and if they stay how does american leadership prevent these attacks from continuing,iraq
5553,liberal group joins efforts calling for protest vote against biden in michigan our revolution begun by senator bernie sanders in 2016 is aiming to shift the president s stance on the war in gaza,palestine
5563,europe wants to stand on its own militarily is it too little too late outraged by donald j trump s remarks about encouraging russia to punish some nato members and downbeat about ukraine s military prospects europe faces growing anxiety over its own security,russia
5563,europe wants to stand on its own militarily is it too little too late outraged by donald j trump s remarks about encouraging russia to punish some nato members and downbeat about ukraine s military prospects europe faces growing anxiety over its own security,ukraine
5564,israeli minister blocks flour from reaching unrwa in gaza israel s finance minister bezalel smotrich said he had ordered flour shipments not to be transferred to the agency that aids palestinians citing allegations that some of its employees were affiliated with hamas,israel
5564,israeli minister blocks flour from reaching unrwa in gaza israel s finance minister bezalel smotrich said he had ordered flour shipments not to be transferred to the agency that aids palestinians citing allegations that some of its employees were affiliated with hamas,palestine
5564,israeli minister blocks flour from reaching unrwa in gaza israel s finance minister bezalel smotrich said he had ordered flour shipments not to be transferred to the agency that aids palestinians citing allegations that some of its employees were affiliated with hamas,lebanon
5574,ukraine struggling on land claims to deal blow to russia at sea the ukrainian military says it has sunk a large russian landing ship off the coast of crimea although ukrainian troops inland find themselves in a precarious position,ukraine
5574,ukraine struggling on land claims to deal blow to russia at sea the ukrainian military says it has sunk a large russian landing ship off the coast of crimea although ukrainian troops inland find themselves in a precarious position,russia
5576,hundreds flee southern gaza hospital after israel orders evacuation the israeli military threatened to take action to stop what it called hamas activity at nasser medical complex in khan younis,palestine
5576,hundreds flee southern gaza hospital after israel orders evacuation the israeli military threatened to take action to stop what it called hamas activity at nasser medical complex in khan younis,israel
5576,hundreds flee southern gaza hospital after israel orders evacuation the israeli military threatened to take action to stop what it called hamas activity at nasser medical complex in khan younis,lebanon
5587,dries van agt former dutch prime minister dies at 93 as justice minister he weathered a hijacking crisis and later pushed to resolve the israeli palestinian conflict he and his wife died in a joint act of euthanasia,israel
5587,dries van agt former dutch prime minister dies at 93 as justice minister he weathered a hijacking crisis and later pushed to resolve the israeli palestinian conflict he and his wife died in a joint act of euthanasia,palestine
5591,austin speaking by video reiterates u s support for ukraine secretary of defense lloyd j austin iii spoke on wednesday to a u s led group that marshals military aid to ukraine,ukraine
5595,palestinians leave gazan hospital after israel orders evacuation hundreds of displaced palestinians fled nasser medical complex in southern gaza on wednesday following evacuation orders from israel,palestine
5595,palestinians leave gazan hospital after israel orders evacuation hundreds of displaced palestinians fled nasser medical complex in southern gaza on wednesday following evacuation orders from israel,israel
5603,how senate democrats flipped the border issue on republicans senator chuck schumer was wary of tying immigration policy to emergency aid for ukraine but he saw an opening to address border turmoil that was becoming a political liability and to call republicans bluff,ukraine
5621,these people had dreams and ambitions samar abu elouf a photojournalist spent weeks documenting five palestinians in gaza whose lives had been shattered by the war,palestine
5625,f b i director makes a secret trip to israel christopher a wray whose agency has worked with israeli authorities to pursue atrocities committed by hamas has made his first visit to israel since the war began the bureau disclosed,israel
5625,f b i director makes a secret trip to israel christopher a wray whose agency has worked with israeli authorities to pursue atrocities committed by hamas has made his first visit to israel since the war began the bureau disclosed,lebanon
5625,f b i director makes a secret trip to israel christopher a wray whose agency has worked with israeli authorities to pursue atrocities committed by hamas has made his first visit to israel since the war began the bureau disclosed,palestine
5627,thursday briefing indonesia s new leader also a coalition forms in pakistan and motorbikes pile high in vietnam,indonesia
5627,thursday briefing indonesia s new leader also a coalition forms in pakistan and motorbikes pile high in vietnam,pakistan
5627,thursday briefing indonesia s new leader also a coalition forms in pakistan and motorbikes pile high in vietnam,vietnam
5628,israeli media report netanyahu has pulled out of gaza cease fire talks some family members of the hostages still in gaza criticized any such decision and protested outside the homes of israeli officials,israel
5628,israeli media report netanyahu has pulled out of gaza cease fire talks some family members of the hostages still in gaza criticized any such decision and protested outside the homes of israeli officials,palestine
5629,biden shields palestinians in the u s from deportation the president who is facing mounting criticism over u s support for israel used an authority that exempts people from deportation if their homeland is in crisis,palestine
5629,biden shields palestinians in the u s from deportation the president who is facing mounting criticism over u s support for israel used an authority that exempts people from deportation if their homeland is in crisis,israel
5652,hundreds flee one of gaza s last working hospitals fearing israeli attack israeli forces have been expanding their operations in the southern gaza city of khan younis for weeks and on wednesday called for civilians at a hospital there to leave for safer spaces,palestine
5652,hundreds flee one of gaza s last working hospitals fearing israeli attack israeli forces have been expanding their operations in the southern gaza city of khan younis for weeks and on wednesday called for civilians at a hospital there to leave for safer spaces,israel
5659,after fighting ukraine aid trump says biden will give ukraine to putin donald trump suggested he would do more to protect the country from russia seeking to flip the script on the president who has been calling for more military aid for months,ukraine
5659,after fighting ukraine aid trump says biden will give ukraine to putin donald trump suggested he would do more to protect the country from russia seeking to flip the script on the president who has been calling for more military aid for months,russia
5662,how russia depicts wounded soldiers as heroes or not at all troops with amputated limbs or serious injuries return home to find a patchwork system of treatment and often efforts to keep them out of the public eye,russia
5664,russia hides its war toll we pieced together the clues interviews with wounded russian soldiers and with relatives of others reveal glimpses of what injured veterans can expect when sent home from ukraine,russia
5664,russia hides its war toll we pieced together the clues interviews with wounded russian soldiers and with relatives of others reveal glimpses of what injured veterans can expect when sent home from ukraine,ukraine
5669,putin s puppets are coming to life the kremlin s method for maintaining the facade of democracy seems to have broken down,russia
5685,there is no safety displaced gazans leave rafah with israel signaling an invasion of the southern gazan city of rafah palestinians who fled there are uncertain about where to go next some are returning to the places they earlier had to evacuate,israel
5685,there is no safety displaced gazans leave rafah with israel signaling an invasion of the southern gazan city of rafah palestinians who fled there are uncertain about where to go next some are returning to the places they earlier had to evacuate,palestine
5693,california s push for ethnic studies runs into the israel hamas war the state s high school students will be required to take the subject but some object to how the discipline addresses the israeli palestinian conflict,israel
5693,california s push for ethnic studies runs into the israel hamas war the state s high school students will be required to take the subject but some object to how the discipline addresses the israeli palestinian conflict,lebanon
5693,california s push for ethnic studies runs into the israel hamas war the state s high school students will be required to take the subject but some object to how the discipline addresses the israeli palestinian conflict,palestine
5718,he lost a son then chronicled life in a gaza hospital to dull his heartache mustafa abutaha told stories of people sheltering with him at nasser hospital he later fled before the israeli military closed in israeli forces began raiding the medical facility on thursday,palestine
5718,he lost a son then chronicled life in a gaza hospital to dull his heartache mustafa abutaha told stories of people sheltering with him at nasser hospital he later fled before the israeli military closed in israeli forces began raiding the medical facility on thursday,israel
5722,lebanon s state media says israeli strikes there killed 10 civilians the death toll wednesday was the highest in months of cross border fighting and amplified fears that the cross border clashes could escalate into a full fledged war,lebanon
5722,lebanon s state media says israeli strikes there killed 10 civilians the death toll wednesday was the highest in months of cross border fighting and amplified fears that the cross border clashes could escalate into a full fledged war,israel
5724,weeks before the israeli raid a doctor described the crisis at nasser hospital the israeli military operation at nasser medical complex on thursday followed weeks of warnings from health officials about increasingly dire conditions inside the hospital doctors struggling with scarce supplies displaced people sleeping in corridors hunger gnawing as food grew scarce bombings and gunfire reverberating in the surrounding streets,israel
5734,putin says he prefers biden over trump commentators are skeptical the russian president vladimir v putin called president biden experienced and predictable but moscow watchers said the comments most likely had an ulterior motive,russia
5751,losing ground ukraine seeks new positions around avdiivka as russian forces breach a supply line and seek to encircle opposing soldiers ukraine s commanders maneuver to more advantageous positions,ukraine
5751,losing ground ukraine seeks new positions around avdiivka as russian forces breach a supply line and seek to encircle opposing soldiers ukraine s commanders maneuver to more advantageous positions,russia
5754,gazans who sought shelter in rafah are fleeing again the city of rafah in southern gaza is one of the last areas of the territory where israeli troops have yet to deploy in force but now as israel warns of a ground offensive there some of the 1 4 million people who have been sheltering in the city are packing up and moving on,palestine
5754,gazans who sought shelter in rafah are fleeing again the city of rafah in southern gaza is one of the last areas of the territory where israeli troops have yet to deploy in force but now as israel warns of a ground offensive there some of the 1 4 million people who have been sheltering in the city are packing up and moving on,israel
5769,palestinians evacuate major gaza hospital after israeli orders even before thursday s raid a local journalist described a chaotic scene inside the nasser medical complex in khan younis,palestine
5769,palestinians evacuate major gaza hospital after israeli orders even before thursday s raid a local journalist described a chaotic scene inside the nasser medical complex in khan younis,israel
5777,trump s takeover of the republican party readers discuss a column by david brooks also tears for america the border reform bill fafsa delays an alzheimer s drug protests in israel,israel
5781,intelligence about russia puts focus on new u s satellite push the pentagon is in the early stages of a program to put constellations of smaller and cheaper satellites into orbit to counter space based threats of the sort being developed by russia and china,russia
5781,intelligence about russia puts focus on new u s satellite push the pentagon is in the early stages of a program to put constellations of smaller and cheaper satellites into orbit to counter space based threats of the sort being developed by russia and china,china
5793,egypt is building a wall near gaza border but won t say why amid fears about displaced palestinians massing at the border with gaza egyptian officials have disclosed little about a new construction project,egypt
5793,egypt is building a wall near gaza border but won t say why amid fears about displaced palestinians massing at the border with gaza egyptian officials have disclosed little about a new construction project,palestine
5797,friday briefing trump to go on trial also israel storms a hospital in gaza and readers reflect on the right to disconnect,israel
5797,friday briefing trump to go on trial also israel storms a hospital in gaza and readers reflect on the right to disconnect,palestine
5799,russia s antisatellite technology poses no immediate threat white house says we are not talking about a weapon that can be used to attack human beings or cause physical destruction here on earth a white house spokesman said,russia
5809,u s disrupts hacking operation led by russian intelligence the disruption is part of a broader effort to stymie russia s cybercampaigns against the united states and its allies including ukraine,russia
5809,u s disrupts hacking operation led by russian intelligence the disruption is part of a broader effort to stymie russia s cybercampaigns against the united states and its allies including ukraine,ukraine
5816,u s conducted cyberattack against iranian military ship an official says the move was part of the biden administration s retaliation to a drone attack at an outpost in jordan that killed 3 americans,iran
5816,u s conducted cyberattack against iranian military ship an official says the move was part of the biden administration s retaliation to a drone attack at an outpost in jordan that killed 3 americans,jordan
5819,frank kitson 97 dies helped shape the conflict in northern ireland a british general whose specialty was counterinsurgency he was accused of using unduly hard edge tactics against irish republican forces during the era known as the troubles,ireland
5822,warnings over israel s rafah threat come from all corners allies and others say the safety of the palestinian civilians who have sought shelter in the far south of gaza is paramount,israel
5822,warnings over israel s rafah threat come from all corners allies and others say the safety of the palestinian civilians who have sought shelter in the far south of gaza is paramount,palestine
5826,palestinians flee as israeli forces raid a major hospital in gaza israel says hamas routinely operates within and beneath places like nasser hospital in khan younis using them as shields and has held israeli hostages there the group denies the charges,palestine
5826,palestinians flee as israeli forces raid a major hospital in gaza israel says hamas routinely operates within and beneath places like nasser hospital in khan younis using them as shields and has held israeli hostages there the group denies the charges,israel
5826,palestinians flee as israeli forces raid a major hospital in gaza israel says hamas routinely operates within and beneath places like nasser hospital in khan younis using them as shields and has held israeli hostages there the group denies the charges,lebanon
5828,israeli military raids one of gaza s last functioning hospitals health care workers shared videos of a chaotic scene at nasser medical center in khan younis gaza strip as israeli troops raided the hospital and ordered people to evacuate on thursday,israel
5828,israeli military raids one of gaza s last functioning hospitals health care workers shared videos of a chaotic scene at nasser medical center in khan younis gaza strip as israeli troops raided the hospital and ordered people to evacuate on thursday,palestine
5847,as gaza death toll mounts the peace lobby fights for influence in washington the friends committee a quaker lobbying group has been pushing in washington for a cease fire going up against more powerful and better funded groups backing israel,palestine
5847,as gaza death toll mounts the peace lobby fights for influence in washington the friends committee a quaker lobbying group has been pushing in washington for a cease fire going up against more powerful and better funded groups backing israel,israel
5862,zelensky visits berlin and paris to shore up support as u s wavers the ukrainian president signed security agreements and sought to push the european leaders to bolster aid as concerns over american funding grow,ukraine
5862,zelensky visits berlin and paris to shore up support as u s wavers the ukrainian president signed security agreements and sought to push the european leaders to bolster aid as concerns over american funding grow,germany
5862,zelensky visits berlin and paris to shore up support as u s wavers the ukrainian president signed security agreements and sought to push the european leaders to bolster aid as concerns over american funding grow,france
5912,why sanctions haven t hobbled russia moscow s continued strength is a humbling result for the u s and its allies,russia
5915,aleksei navalny russian opposition leader dies in prison at 47 the kremlin s fiercest critic whose work brought arrests attacks and a near fatal poisoning in 2020 had spent months in isolation,russia
5921,european leaders express shock at news of navalny s death president volodymyr zelensky of ukraine said that aleksei navalny the russian dissident was killed by putin like thousands of others,ukraine
5921,european leaders express shock at news of navalny s death president volodymyr zelensky of ukraine said that aleksei navalny the russian dissident was killed by putin like thousands of others,russia
5922,gunman opens fire at bus stop in israel killing at least 2 the israeli authorities called the attack which took place near the town of b nei re em an act of terrorism,israel
5925,navalny s wife makes dramatic appearance after reports of his death in a surprise address in munich yulia navalnaya said that if her husband aleksei a navalny was dead president vladimir v putin of russia would bear responsibility and she called on the world to defeat this evil,russia
5943,israel says it will not force gazans into egypt as it searches major hospital the announcement by israel s defense minister came after months of speculation and as israeli forces combed the largest hospital in southern gaza,israel
5943,israel says it will not force gazans into egypt as it searches major hospital the announcement by israel s defense minister came after months of speculation and as israeli forces combed the largest hospital in southern gaza,egypt
5943,israel says it will not force gazans into egypt as it searches major hospital the announcement by israel s defense minister came after months of speculation and as israeli forces combed the largest hospital in southern gaza,palestine
5952,where does navalny s reported death leave russia and putin the reported death of aleksei a navalny ushers in a new turning point for president vladimir v putin s russia underscoring both the kremlin s power and the potential for instability that continues to threaten it,russia
5955,navalny s death raises tensions between u s and russia president biden condemned putin and his thugs for the russian dissident s demise while european allies urgently sought assurances that the united states would not abandon them,russia
5969,what feckless americans can learn from navalny s bravery the authoritarian russia that navalny stood against is the same russia that too many americans have buttressed by opposing aid to ukraine,russia
5969,what feckless americans can learn from navalny s bravery the authoritarian russia that navalny stood against is the same russia that too many americans have buttressed by opposing aid to ukraine,ukraine
5975,after report of navalny death haley attacks trump over past praise for putin putin did this the same putin who donald trump praises and defends nikki haley said mr trump has so far kept silent since reports that aleksei a navalny died,russia
5980,israel was behind attacks on major gas pipelines in iran officials say the sabotage which analysts said marked an escalation in the shadow war between israel and iran caused sweeping disruption in several provinces,israel
5980,israel was behind attacks on major gas pipelines in iran officials say the sabotage which analysts said marked an escalation in the shadow war between israel and iran caused sweeping disruption in several provinces,iran
5988,in prison or out navalny was the thorn in putin s side a straight talking former real estate lawyer he stayed relevant even from prison pleading with russians not to give up or give in to their fears and railing against the criminal war in ukraine,russia
5988,in prison or out navalny was the thorn in putin s side a straight talking former real estate lawyer he stayed relevant even from prison pleading with russians not to give up or give in to their fears and railing against the criminal war in ukraine,ukraine
5989,who was aleksei navalny aleksei navalny an anticorruption activist who for more than a decade led the political opposition in president vladimir putin s russia while enduring arrests assaults and a near fatal poisoning died friday in a russian prison he was 47,russia
5999,a third political ally of hungary s prime minister is forced to resign the sex scandal underlying the resignation has challenged the family values image viktor orban s authoritarian government has tried to promote,hungary
6009,prominent black church leaders call for end of u s aid to israel the african methodist episcopal church bishops council says american financial assistance to help israel fight its war in gaza supports mass genocide,israel
6009,prominent black church leaders call for end of u s aid to israel the african methodist episcopal church bishops council says american financial assistance to help israel fight its war in gaza supports mass genocide,palestine
6019,avdiivka longtime stronghold for ukraine falls to russians with ukraine s forces at risk of encirclement the top military commander ordered a retreat in startlingly candid accounts soldiers described disarray and despair,ukraine
6019,avdiivka longtime stronghold for ukraine falls to russians with ukraine s forces at risk of encirclement the top military commander ordered a retreat in startlingly candid accounts soldiers described disarray and despair,russia
6055,israelis newly vulnerable remain traumatized and mistrustful despite u s pressure the idea of a palestinian state seems further away than ever as israel s jews move rightward and its palestinians fear a backlash,israel
6055,israelis newly vulnerable remain traumatized and mistrustful despite u s pressure the idea of a palestinian state seems further away than ever as israel s jews move rightward and its palestinians fear a backlash,palestine
6071,the best case for ukraine aid it will make it easier to negotiate an armistice on terms favorable to ukraine,ukraine
6073,in death navalny is even more dangerous to putin s lies the reported death of a leading dissident reveals how deeply his crusade against corruption has challenged russia s autocratic leader vladimir putin,russia
6079,dictators do not go on vacation zelensky warns washington and europe president volodymyr zelensky pushed back against skepticism of a ukraine victory calling on world leaders not to ask when the war would end but why russia was still able to wage it,ukraine
6079,dictators do not go on vacation zelensky warns washington and europe president volodymyr zelensky pushed back against skepticism of a ukraine victory calling on world leaders not to ask when the war would end but why russia was still able to wage it,russia
6081,what to know about the fall of avdiivka russia s capture of a city that had been a stronghold of ukrainian defenses in the donetsk region is a strategic and symbolic blow,russia
6081,what to know about the fall of avdiivka russia s capture of a city that had been a stronghold of ukrainian defenses in the donetsk region is a strategic and symbolic blow,ukraine
6087,five places russia is fighting to break through ukrainian lines outmanned and outgunned ukrainian ground forces are in perhaps their most precarious position since the opening months of the war,russia
6088,police in russia detain mourners at navalny memorials police officers escorted and detained people who were paying tribute to aleksei a navalny russia s leading opposition figure who died in a prison colony,russia
6091,biden administration blames congress for fall of ukrainian city as a bill with 60 1 billion in military aid for kyiv languishes in the house a spokeswoman pointed to avdiivka s fate as the cost of congressional inaction,ukraine
6092,u s fears russia might put a nuclear weapon in space american spy agencies are divided on whether moscow would go so far but the concern is urgent enough that secretary of state antony j blinken has asked china and india to try to talk russia down,russia
6092,u s fears russia might put a nuclear weapon in space american spy agencies are divided on whether moscow would go so far but the concern is urgent enough that secretary of state antony j blinken has asked china and india to try to talk russia down,china
6092,u s fears russia might put a nuclear weapon in space american spy agencies are divided on whether moscow would go so far but the concern is urgent enough that secretary of state antony j blinken has asked china and india to try to talk russia down,india
6094,large antigovernment protest returns to tel aviv as criticism of netanyahu mounts the demonstrations took a pause after the oct 7 attacks but the anger at the israeli leadership never went away,israel
6099,netanyahu says he won t bow to pressure to call off rafah invasion the israeli leader has come under international pressure to drop a threatened incursion into the city where more than a million palestinians are gathered seeking refuge from the war,israel
6099,netanyahu says he won t bow to pressure to call off rafah invasion the israeli leader has come under international pressure to drop a threatened incursion into the city where more than a million palestinians are gathered seeking refuge from the war,palestine
6131,against a canvas of despair gaza s artists trace their struggle an exhibition in the israeli occupied west bank features works evoking palestinian life and protest but the show is as much about the art that cannot be displayed lost forever in the war,palestine
6131,against a canvas of despair gaza s artists trace their struggle an exhibition in the israeli occupied west bank features works evoking palestinian life and protest but the show is as much about the art that cannot be displayed lost forever in the war,israel
6138,the death throes of a ukrainian city toward the end of russia s long assault hundreds of civilians still remained in avdiivka those who escaped in the last weeks spoke of relentless devastation,russia
6150,a stunned russian opposition in exile considers a future without navalny the death of aleksei a navalny in a russian prison has been a blow to an opposition movement in which he was the figurehead but it has also raised hopes of a united front against president vladimir v putin,russia
6152,israel s government formally rejects the unilateral recognition of a palestinian state the largely symbolic move followed proposals by international allies that were discussed during recent cease fire negotiations in cairo,israel
6152,israel s government formally rejects the unilateral recognition of a palestinian state the largely symbolic move followed proposals by international allies that were discussed during recent cease fire negotiations in cairo,palestine
6152,israel s government formally rejects the unilateral recognition of a palestinian state the largely symbolic move followed proposals by international allies that were discussed during recent cease fire negotiations in cairo,egypt
6154,city s fall leaves ukraine with an even tougher fight ahead after the capture of avdiivka ukrainian forces will need a new defensive line in unforgiving terrain while russia tries to press its advantage,ukraine
6154,city s fall leaves ukraine with an even tougher fight ahead after the capture of avdiivka ukrainian forces will need a new defensive line in unforgiving terrain while russia tries to press its advantage,russia
6159,thousands rally in tel aviv against the israeli government demonstrators expressed their anger toward benjamin netanyahu and his government and called for immediate elections in one of the country s largest protests since the start of the israel hamas war,israel
6159,thousands rally in tel aviv against the israeli government demonstrators expressed their anger toward benjamin netanyahu and his government and called for immediate elections in one of the country s largest protests since the start of the israel hamas war,lebanon
6159,thousands rally in tel aviv against the israeli government demonstrators expressed their anger toward benjamin netanyahu and his government and called for immediate elections in one of the country s largest protests since the start of the israel hamas war,palestine
6161,navalny s death shocked the world but will it galvanize opposition to putin his death united world leaders and demonstrators in grief but it also left russia without a charismatic counterweight to its leader s increasingly repressive policies,russia
6162,as putin threatens despair and hedging in europe there is a dawning recognition that the continent urgently needs to step up its own defense especially as the u s wavers but the commitments still are not coming,russia
6169,monday briefing avdiivka falls to russia also russians mourn aleksei navalny,russia
6173,brazil s president angers israel after comparing war in gaza to the holocaust israel said it had asked for a meeting with the brazilian ambassador,brazil
6173,brazil s president angers israel after comparing war in gaza to the holocaust israel said it had asked for a meeting with the brazilian ambassador,israel
6173,brazil s president angers israel after comparing war in gaza to the holocaust israel said it had asked for a meeting with the brazilian ambassador,palestine
6174,hungary snubs u s senators pushing for sweden s entry into nato officials in budapest declined to meet with a bipartisan group of american lawmakers who favor expanding the military alliance,hungary
6174,hungary snubs u s senators pushing for sweden s entry into nato officials in budapest declined to meet with a bipartisan group of american lawmakers who favor expanding the military alliance,sweden
6175,u s says it struck 5 houthi targets in yemen including an underwater drone the american military said it believes it is the first time such an undersea weapon had been used in the current conflict in the red sea,yemen
6178,overwhelmed by war another gazan hospital is declared not functional conditions at nasser hospital in the southern gaza strip were described as desperate after israeli forces raided it in search of hamas militants,palestine
6178,overwhelmed by war another gazan hospital is declared not functional conditions at nasser hospital in the southern gaza strip were described as desperate after israeli forces raided it in search of hamas militants,israel
6178,overwhelmed by war another gazan hospital is declared not functional conditions at nasser hospital in the southern gaza strip were described as desperate after israeli forces raided it in search of hamas militants,lebanon
6180,dozens killed after gunfight in papua new guinea the bloodshed in enga province which has been plagued by violence between tribal groups left at least 26 people dead according to the authorities,papua new guinea
6212,u s strike killed afghans recruited to fight for iran refugees who joined the largely overlooked fatemiyoun brigade to battle for shiite islam and escape crushing poverty had become a force in tehran s proxy wars,iran
6220,israel s occupation of palestinian territories draws focus of u n court dozens of countries are expected to argue before the international court of justice about the legality of israeli actions in the west bank and east jerusalem,israel
6220,israel s occupation of palestinian territories draws focus of u n court dozens of countries are expected to argue before the international court of justice about the legality of israeli actions in the west bank and east jerusalem,palestine
6237,u n held a conference on afghanistan taliban officials boycotted it the group said it would not take part in a conference that also included women s rights groups the european union and representatives of afghan civil society,afghanistan
6238,houthis say they shot down a u s drone off yemen the downing of the reaper drone is another escalation of violence between the united states and iran backed groups,yemen
6238,houthis say they shot down a u s drone off yemen the downing of the reaper drone is another escalation of violence between the united states and iran backed groups,iran
6244,trump breaks silence on navalny death but doesn t condemn putin his winding social media post on monday contained no reference to vladimir v putin the russian president who has been widely condemned after the death of one of his most vocal critics aleksei a navalny,russia
6247,brazil s president lula recalls ambassador to israel escalating dispute the israeli foreign minister said mr lula was not welcome in the country until he took back remarks comparing israeli actions in the war against hamas to the holocaust,brazil
6247,brazil s president lula recalls ambassador to israel escalating dispute the israeli foreign minister said mr lula was not welcome in the country until he took back remarks comparing israeli actions in the war against hamas to the holocaust,israel
6247,brazil s president lula recalls ambassador to israel escalating dispute the israeli foreign minister said mr lula was not welcome in the country until he took back remarks comparing israeli actions in the war against hamas to the holocaust,lebanon
6247,brazil s president lula recalls ambassador to israel escalating dispute the israeli foreign minister said mr lula was not welcome in the country until he took back remarks comparing israeli actions in the war against hamas to the holocaust,palestine
6248,two hospitals in southern gaza are left barely functioning an israeli raid reduced one of the territory s biggest facilities to little more than a shelter while food and fuel are almost gone at another,palestine
6248,two hospitals in southern gaza are left barely functioning an israeli raid reduced one of the territory s biggest facilities to little more than a shelter while food and fuel are almost gone at another,israel
6250,the wife of haiti s assassinated president is accused in his killing martine moise the widow of president jovenel moise was charged by a haitian judge with conspiring in his assassination she was seriously injured in the attack,haiti
6251,israel may put new restrictions on visiting aqsa mosque as ramadan nears reducing access to al aqsa the sacred mosque compound in jerusalem that has long been a flashpoint for tensions may set off unrest some israelis warned,israel
6251,israel may put new restrictions on visiting aqsa mosque as ramadan nears reducing access to al aqsa the sacred mosque compound in jerusalem that has long been a flashpoint for tensions may set off unrest some israelis warned,palestine
6259,can the olympics rejuvenate one of france s poorest corners officials hope an olympic village can transform a paris suburb known for poverty and crime but big plans have failed before,france
6266,putin can t kill the vision of the future navalny gave us my friend aleksei s dream of a beautiful russia is immortal,russia
6286,motaz azaiza captured gaza s suffering but nothing changed when war broke out in gaza on oct 7 motaz azaiza a palestinian photographer turned his camera to covering pain and loss in a territory under siege in doing so he attracted millions of followers documenting the war while also trying to survive it,palestine
6306,three questions about rafah a looming battle in the southern gaza city embodies the brutal dynamics of the conflict,palestine
6307,russia arrests u s citizen accusing her of treason by aiding ukraine the country s main security agency said the 33 year old detainee lived in los angeles a lawyers group said she was accused of donating 50 to the war effort,russia
6307,russia arrests u s citizen accusing her of treason by aiding ukraine the country s main security agency said the 33 year old detainee lived in los angeles a lawyers group said she was accused of donating 50 to the war effort,ukraine
6312,south africa says palestinians are enduring extreme form of apartheid the hearings which focus on israel s occupation of the west bank and east jerusalem make up one of the two matters regarding israel currently before the international court of justice,south africa
6312,south africa says palestinians are enduring extreme form of apartheid the hearings which focus on israel s occupation of the west bank and east jerusalem make up one of the two matters regarding israel currently before the international court of justice,palestine
6312,south africa says palestinians are enduring extreme form of apartheid the hearings which focus on israel s occupation of the west bank and east jerusalem make up one of the two matters regarding israel currently before the international court of justice,israel
6316,prince william calls for end to gaza fighting as soon as possible in a measured public statement the heir to the british throne said that too many have been killed in the war between israel and hamas,palestine
6316,prince william calls for end to gaza fighting as soon as possible in a measured public statement the heir to the british throne said that too many have been killed in the war between israel and hamas,israel
6316,prince william calls for end to gaza fighting as soon as possible in a measured public statement the heir to the british throne said that too many have been killed in the war between israel and hamas,lebanon
6328,israeli military releases videos it says shows bibas family members in captivity on oct 7 when we saw the video it really tore our hearts out the sister of one of the hostages said hamas has said three members of the family died in an israeli airstrike israel has not confirmed the report,israel
6328,israeli military releases videos it says shows bibas family members in captivity on oct 7 when we saw the video it really tore our hearts out the sister of one of the hostages said hamas has said three members of the family died in an israeli airstrike israel has not confirmed the report,lebanon
6328,israeli military releases videos it says shows bibas family members in captivity on oct 7 when we saw the video it really tore our hearts out the sister of one of the hostages said hamas has said three members of the family died in an israeli airstrike israel has not confirmed the report,palestine
6339,hundreds of ukrainian troops feared captured or missing in chaotic retreat the fall of avdiivka to russia may be more significant than it initially seemed as ukraine struggles with morale and recruitment,russia
6339,hundreds of ukrainian troops feared captured or missing in chaotic retreat the fall of avdiivka to russia may be more significant than it initially seemed as ukraine struggles with morale and recruitment,ukraine
6342,israel orders new evacuations in northern gaza as u n suspends food deliveries residents of two neighborhoods in gaza city were ordered to evacuate and the world food program described scenes of chaos in the north too dangerous to allow it to provide food supplies,israel
6342,israel orders new evacuations in northern gaza as u n suspends food deliveries residents of two neighborhoods in gaza city were ordered to evacuate and the world food program described scenes of chaos in the north too dangerous to allow it to provide food supplies,palestine
6343,protesting polish farmers block much of ukraine s western border the farmers are demonstrating against what they see as an influx of ukrainian food products crowding the polish market and undercutting their livelihood,ukraine
6346,russian pilot who defected to ukraine is believed dead in spain the apparent death in spain of maksim kuzminov is likely to fuel speculation that it was the work of russia s intelligence services,russia
6346,russian pilot who defected to ukraine is believed dead in spain the apparent death in spain of maksim kuzminov is likely to fuel speculation that it was the work of russia s intelligence services,ukraine
6346,russian pilot who defected to ukraine is believed dead in spain the apparent death in spain of maksim kuzminov is likely to fuel speculation that it was the work of russia s intelligence services,spain
6352,u s prepares major sanctions against russia over navalny s death president biden has said there is no doubt that vladimir v putin s government was behind the death of the russian opposition leader,russia
6359,julian assange supporters rally outside london s high court supporters of julian assange the founder of wikileaks protested outside the royal courts of justice in london where his legal team made a final bid for an appeal against a u s extradition order,u k
6362,wednesday briefing hundreds of ukrainian soldiers are missing also julian assange s appeal and a u s cease fire proposal in gaza,palestine
6372,trump s g o p is a confederacy of fakers lindsey graham j d vance mike johnson and other republicans are waving the white flag of surrender on ukraine all at trump s behest,ukraine
