,nyt_title,nyt_date,poli_con_class,nyt_url,nyt_abstract,news_index
107,How Los Angeles Is Approaching Homelessness,2024-03-27,0,https://www.nytimes.com/2024/03/27/us/los-angeles-homelessness.html,A conversation with the Times reporter who wrote about Mayor Karen Bass’s flagship program to solve homelessness.,11302
108,San Diego Zoo Could Be First in U.S. to Get Pandas From China Again,2024-02-22,0,https://www.nytimes.com/2024/02/22/us/san-diego-zoo-pandas-china.html,"China said it reached agreements with zoos to again send giant pandas to the United States and Europe, continuing a tradition of animal-based diplomacy.",6630
109,News Outlet Blames Photoshop for Making Australian Lawmaker’s Photo More Revealing,2024-01-31,0,https://www.nytimes.com/2024/01/31/world/australia/australia-georgie-purcell-9news-photoshop.html,"9News apologized for the edited photo of the member of state Parliament, Georgie Purcell, which it said was a result of “automation by Photoshop.”",3757
110,Court Rules Texas Can Ban Emergency Abortions Despite Federal Guidance,2024-01-03,0,https://www.nytimes.com/2024/01/02/us/texas-emergency-abortion-ban-appeal.html,The U.S. Court of Appeals for the Fifth Circuit affirmed a ruling that sided with the state on whether emergency rooms are required to perform emergency abortions.,176
111,"Sweden Enters NATO, a Blow to Moscow and a Boost to the Baltic Nations",2024-03-07,1,https://www.nytimes.com/2024/03/07/world/europe/sweden-nato-neutrality.html,"With the addition of Sweden to NATO, President Vladimir V. Putin of Russia finds himself facing an enlarged and motivated alliance.",8629
112,Video Shows Gunmen Storming West Bank Hospital,2024-01-30,1,https://www.nytimes.com/video/world/middleeast/100000009289125/israel-attack-west-bank-hospital.html,The Palestinian Authority Health Ministry released surveillance video that shows armed members of Israeli forces dressed in civilian clothes inside Ibn Sina Specialized Hospital in Jenin.,3632
113,Confronted by an Angry Moose? Here’s What to Do.,2024-03-11,0,https://www.nytimes.com/2024/03/11/us/moose-encounter-what-to-do.html,"Moose are ordinarily docile animals. The chances of having to defend yourself against one in the wild are slim, but not zero.",9149
114,The Wife of Haiti’s Assassinated President Is Accused in His Killing,2024-02-19,1,https://www.nytimes.com/2024/02/19/world/americas/haiti-assassinated-president-wife-accused.html,"Martine Moïse, the widow of President Jovenel Moïse, was charged by a Haitian judge with conspiring in his assassination. She was seriously injured in the attack.",6250
115,Princess of Wales to Be Hospitalized for 10 Days After Abdominal Surgery,2024-01-17,0,https://www.nytimes.com/2024/01/17/world/europe/princess-kate-middleton-abdominal-surgery.html,"Kensington Palace said Catherine, the wife of Prince William, would not return to public duties until after Easter. Separately, King Charles will receive prostate treatment next week.",1988
116,Imran Khan’s Opponents Reach Deal to Shut His Allies Out of Government,2024-02-14,0,https://www.nytimes.com/2024/02/14/world/asia/pakistan-election-coalition-government.html,"After days of wrangling, two parties run by political dynasties joined forces and will nominate Shehbaz Sharif to be Pakistan’s prime minister.",5510
117,Two Cases Aim to Cut Off China and Iran From U.S. Technology,2024-02-07,0,https://www.nytimes.com/2024/02/07/us/politics/china-iran-arrests-export-controls.html,"In one case, material stolen from a private company would help the development of technology to track ballistic and hypersonic missiles, U.S. officials said.",4710
118,"President Biden, You Have Leverage That Can Save Lives in Gaza. Please Use It.",2024-03-16,1,https://www.nytimes.com/2024/03/16/opinion/biden-israel-gaza.html,"While Biden is using tougher language toward Israel, he isn’t backing that up with consequences for being ignored.",9878
119,Investing in Caregivers and Nursing Homes,2024-03-14,0,https://www.nytimes.com/2024/03/14/opinion/family-caregivers-nursing-homes.html,Two readers call for more federal funding for care of the sick and the elderly. Also: Data on drivers; Covid lessons; diversity in college admissions.,9581
120,There Is Another Passenger on the Trump Train,2024-01-22,0,https://www.nytimes.com/2024/01/22/opinion/trump-biden-haley-presidential-election.html,And it’s getting very crowded.,2553
121,South Carolina Democratic Primary Results,2024-02-03,0,https://www.nytimes.com/interactive/2024/02/03/us/elections/results-south-carolina-democratic-primary.html,Get live election results and maps from the South Carolina Democratic primary.,4202
123,The Trial of James Crumbley in the Oxford High Killings: What to Know,2024-03-05,1,https://www.nytimes.com/2024/03/05/us/james-crumbley-trial-oxford-shooting.html,The parents of a teenager who killed four students at a Michigan high school were charged with involuntary manslaughter. His mother was convicted. Now the father is standing trial.,8088
124,An ‘Irish Heiress’ Conned Him. He Started a Podcast to Track Her Down.,2024-03-26,0,https://www.nytimes.com/2024/03/26/us/irish-heiress-marianne-smyth-con.html,Marianne Smyth was convicted of grand theft after she claimed that her family had cut her out of an inheritance. She faces extradition to Northern Ireland on separate fraud and theft charges.,11191
125,"In Quake-Scarred Japan, 2011 Fukushima Disaster Still Looms Large",2024-01-01,0,https://www.nytimes.com/2024/01/01/world/asia/japan-fukushima-quake-tsunami.html,"As another major quake struck Japan, the country was still reckoning with the nuclear crisis triggered by the 8.9-magnitude earthquake and a tsunami of 13 years ago.",35
126,House Republican Majority Shrinks Again as Congress Faces Critical Issues,2024-02-14,0,https://www.nytimes.com/2024/02/14/us/politics/house-republicans-congress-suozzi.html,"The victory of Tom Suozzi, a Democrat, in a special election in New York will chip away at the already thin Republican hold over the House.",5617
127,Russia’s 2024 Presidential Vote: What to Know,2024-03-14,0,https://www.nytimes.com/2024/03/14/world/europe/russia-election-explained.html,"The presidential vote in Russia begins on Friday and lasts through Sunday, and although it features the trappings of a horse race, it is more of a predetermined, Soviet-style referendum.",9537
128,Why This Unlikely Washington Friendship Endures,2024-01-16,0,https://www.nytimes.com/2024/01/16/opinion/trump-trade-nafta.html,The surprising friendship that has made Donald Trump’s trade policies so durable.,1800
129,Ukrainians Dismiss Kremlin Suggestions Their Country Was Behind Moscow Attack,2024-03-25,1,https://www.nytimes.com/2024/03/25/world/europe/moscow-terror-attack-ukraine.html,Officials and ordinary citizens say Russia is blaming Ukraine in order to shore up support for its war in Ukraine and escalate the fighting there.,11041
130,"The Young Black Conservative Who Grew Up With, and Rejects, D.E.I.",2024-02-01,0,https://www.nytimes.com/2024/02/01/us/coleman-hughes-black-conservative-colorblind.html,"Coleman Hughes wants a colorblind society. In his new book, he recounts how schools emphasized his racial identity — and other students’ white privilege.",3826
131,Remnants of a Nuclear Missile Are Found in a Garage,2024-02-05,0,https://www.nytimes.com/2024/02/04/us/seattle-nuclear-missile-garage.html,The police responded to a call from a U.S. Air Force museum that said a man had offered to donate a Cold War-era missile stored in his late neighbor’s garage.,4285
132,Italian Town Hitches Its Wagon to Plants That Bloom (Even in Winter),2024-01-10,0,https://www.nytimes.com/2024/01/10/world/europe/italy-verbania-tourism-flowers-camillias.html,"Lakefront Verbania in Italy’s Piedmont seeks to attract flower lovers with its mild climate, spectacular gardens and wild nature.",1013
133,Nor’easter Expected to Bring New York City’s Heaviest Snow in Over 2 Years,2024-02-12,0,https://www.nytimes.com/2024/02/12/us/winter-storm-snow-rain-forecast-noreaster.html,"A storm starting Monday night will bring heavy snow to parts of New Jersey, New York and Connecticut, forecasters said.",5283
135,The Three Kinds of Biden Protest Voters,2024-03-19,0,https://www.nytimes.com/interactive/2024/03/19/us/elections/biden-uncommitted-vote-democrats.html,"Despite cruising to the Democratic nomination, President Biden has faced a substantial protest vote in some primaries. The pattern can be broken into three categories.",10186
136,"In a Land of Lavish Weddings, This Prenuptial Party Takes the Cake",2024-03-01,0,https://www.nytimes.com/2024/03/01/world/asia/india-wedding-party-ambani.html,A three-day pre-wedding ceremony for the son of one of India’s richest men raises the bar for extravagant festivity.,7670
137,Biden Calls for Higher Taxes on Corporations and the Wealthy,2024-03-11,0,https://www.nytimes.com/2024/03/11/us/politics/biden-budget-tax-proposal.html,"The budget, which would cut the deficit by $3 trillion over the next decade, reinforces Biden’s efforts to counter Republican tax proposals that Democrats deride as giveaways to the wealthy.",9147
138,Texas 18th Congressional District Primary Election Results,2024-03-05,0,https://www.nytimes.com/interactive/2024/03/05/us/elections/results-texas-us-house-18-primary.html,Get live results and maps from the 2024 Texas primary election.,8162
139,A Good Day for Trump and His Lawyers,2024-02-08,0,https://www.nytimes.com/2024/02/08/us/politics/trump-ballot-colorado-immunity.html,The Supreme Court justices expressed doubts about barring Trump.,4885
140,Hamas blames Israel for the death of a senior official in Lebanon.,2024-01-03,1,https://www.nytimes.com/2024/01/03/world/middleeast/hamas-blames-israel-for-the-death-of-a-senior-official-in-lebanon.html,"Israel and the surrounding region were on edge Wednesday, a day after the assassination of a top Hamas leader in Lebanon heightened worries that the war in Gaza could spill over into a broader conflict.",184
141,Death Toll Rises to at Least 55 After Powerful Earthquake in Japan,2024-01-02,0,https://www.nytimes.com/2024/01/02/world/asia/japan-earthquake.html,The authorities continued to look for people buried in the rubble of collapsed and burned buildings in the coastal epicenter of the disaster.,89
142,Warnings Over Israel’s Rafah Threat Come From All Corners,2024-02-15,1,https://www.nytimes.com/2024/02/15/world/middleeast/rafah-israel-offensive.html,Allies and others say the safety of the Palestinian civilians who have sought shelter in the far south of Gaza is paramount.,5822
143,Friday Briefing,2024-03-15,0,https://www.nytimes.com/2024/03/15/briefing/russia-election-schumer-israel-netanyahu.html,The Russian election.,9664
144,Monkey Eats From Bird Feeder After Escaping Scottish Wildlife Park,2024-01-30,0,https://www.nytimes.com/video/world/europe/100000009288849/monkey-escapes-scottish-wildlife-park.html,A Japanese macaque was spotted in a man’s backyard after it escaped from Highland Wildlife Park in Scotland.,3617
145,Drivers Navigate Flooded Louisiana Roads,2024-01-25,0,https://www.nytimes.com/video/us/100000009282361/louisiana-flood.html,Parts of Louisiana and Texas faced significant flooding as heavy rain inundated the region.,3074
146,Biden Will Make Rare Visit to Southern Border on Same Day as Trump,2024-02-26,0,https://www.nytimes.com/2024/02/26/us/politics/biden-trump-border.html,"The president, trying to go on the offensive over immigration, is planning to travel to Texas on Thursday, when Donald J. Trump is also set to visit a border city.",7073
147,"Stripped, Beaten or Vanished: Israel’s Treatment of Gaza Detainees Raises Alarm",2024-01-23,1,https://www.nytimes.com/2024/01/23/world/middleeast/israel-gaza-palestinian-detainees.html,A U.N. office said Israel’s detention and treatment of detainees might amount to torture. It estimated thousands had been detained and held in “horrific” conditions. Some were freed wearing only diapers.,2703
148,The Promises and Problems of Buying Local,2024-01-29,0,https://www.nytimes.com/2024/01/29/opinion/buy-local-free-trade.html,"There’s no right answer to whether buying local is better. It’s a matter, instead, of trade-offs.",3510
149,Judge Rules D.A. Can Stay on Trump Georgia Case With Ex-Boyfriend Stepping Down,2024-03-15,0,https://www.nytimes.com/2024/03/15/us/fani-willis-trump-georgia-ruling.html,The highly anticipated ruling cut a middle path between removing Fani T. Willis for a conflict of interest and her full vindication.,9804
150,Alabama Democrats Swarm to a Rare Chance to Increase Their Power,2024-03-04,0,https://www.nytimes.com/2024/03/04/us/politics/alabama-primary-second-congressional-district.html,"A court-mandated redistricting has made for a suddenly competitive congressional race in a ruby-red state, and Democrats have lined up to seize the opportunity.",8015
151,Monday Briefing,2024-02-05,1,https://www.nytimes.com/2024/02/05/briefing/houthi-yemen-chile-fire.html,The U.S. leads strikes in the Middle East.,4304
152,Instagram and Facebook Subscriptions Get New Scrutiny in Child Safety Suit,2024-02-27,0,https://www.nytimes.com/2024/02/26/us/instagram-facebook-children-subscriptions-predators.html,New Mexico’s attorney general has accused Meta of not protecting children from sexual predators on its platforms. He now wants to know how it polices subscribers to accounts featuring children.,7142
153,Here’s the latest on the attack in Russia.,2024-03-22,1,https://www.nytimes.com/2024/03/22/world/europe/heres-the-latest-on-the-attack-in-russia.html,"Several gunmen opened fire at a popular concert venue on the outskirts of Moscow on Friday, killing at least 40 people and wounding more than 100, Russia’s top security agency said, according to state news agencies.",10783
154,"A Legal Outsider, an Offbeat Theory and the Fate of the 2024 Election",2024-02-07,0,https://www.nytimes.com/2024/02/07/us/politics/tillman-constitution-trump-colorado-ballot.html,"When the Supreme Court considers whether Donald J. Trump is barred from appearing on Colorado’s ballot, a professor’s scholarship, long relegated to the fringes, will take center stage.",4670
155,Supreme Court Appears Split Over Ban on Bump Stocks Enacted Under Trump,2024-02-28,0,https://www.nytimes.com/2024/02/28/us/politics/bump-stock-ban-supreme-court-trump.html,"In a wide-ranging argument, the justices wrestled with the mechanics of gun triggers and the larger implications of the ban both for bump stock owners and the public.",7378
156,"Khaled Nezzar, General at Center of Algeria’s Bloodshed, Dies at 86",2024-01-30,0,https://www.nytimes.com/2024/01/30/world/africa/khaled-nezzar-dead.html,"In the 1990s, he oversaw troops that committed a host of atrocities against equally brutal Islamist rebels in what became known as the Black Decade.",3630
157,Biden Called Putin a ‘Crazy S.O.B.’ The Kremlin Called Biden a ‘Cowboy.’,2024-02-22,0,https://www.nytimes.com/2024/02/22/us/politics/biden-putin-crazy-sob.html,The comments were a blunt tit-for-tat between the two adversaries.,6657
158,Illinois 3rd Congressional District Primary Election Results,2024-03-19,0,https://www.nytimes.com/interactive/2024/03/19/us/elections/results-illinois-us-house-3-primary.html,Get live results and maps from the 2024 Illinois primary election.,10235
159,Electric Double-Decker Bus Catches Fire During London’s Morning Rush Hour,2024-01-11,0,https://www.nytimes.com/2024/01/11/world/europe/london-wimbledon-bus-fire.html,"There were no injuries, and the London Fire Brigade said it would investigate the cause of the fire on the iconic red double-decker bus.",1288
160,Where Did Our Strange Use of ‘Like’ Come From?,2024-02-15,0,https://www.nytimes.com/2024/02/15/opinion/casual-speech-like.html,A novel way to take the temperature down during conversation.,5790
161,Alabama Republicans Scramble in an Effort to Pass an I.V.F. Shield Law,2024-02-28,0,https://www.nytimes.com/2024/02/28/us/politics/alabama-ivf-protections-law.html,"The urgency underscores the bind for the party, which has long maintained that life begins at conception but must now reconcile that stance with broad support for I.V.F.",7411
162,‘People Are Hoping That Israel Nukes Us So We Get Rid of This Pain’,2024-03-09,1,https://www.nytimes.com/2024/03/09/opinion/gaza-israel-war.html,A father’s desperate texts from Gaza offer a window into five months of suffering there.,8952
163,Judge Scraps Trial Date for Trump Election Subversion Case,2024-02-02,0,https://www.nytimes.com/2024/02/02/us/politics/trump-trial-election-date-delay.html,"Judge Tanya Chutkan removed the planned March 4 start from her calendar, formalizing a delay that had become increasingly likely in recent weeks. It remains unclear when the trial might start.",4110
164,Trump Vilifies Migrants and Mocks Biden’s Stutter in Georgia Speech,2024-03-10,0,https://www.nytimes.com/2024/03/10/us/politics/trump-biden-georgia-rally.html,The former president also attacked Mr. Biden in harsh terms in a combative speech that signaled the beginning of the general election campaign.,8983
165,A Super PAC Forms to Support No Labels,2024-01-10,0,https://www.nytimes.com/2024/01/10/us/politics/super-pac-no-labels.html,Officials with the group said they had $2 million in initial commitments but expect up to $300 million if there’s a “viable” ticket.,1080
166,Biden and Jordan’s King Call on Israel to Protect Palestinians in Rafah,2024-02-12,1,https://www.nytimes.com/2024/02/12/world/middleeast/biden-king-abdullah-jordan.html,"King Abdullah, who had his first face-to-face conversation with President Biden since the Gaza war began, said an Israeli invasion of the city was “certain to produce another humanitarian catastrophe.”",5243
167,Trump Hit Where It Hurts Most,2024-02-16,0,https://www.nytimes.com/2024/02/16/us/politics/trump-trial-fraud-ruling.html,The civil fraud ruling is a blow to the former president’s wallet and his image.,5993
168,Illinois 12th Congressional District Primary Election Results,2024-03-19,0,https://www.nytimes.com/interactive/2024/03/19/us/elections/results-illinois-us-house-12-primary.html,Get live results and maps from the 2024 Illinois primary election.,10227
169,Police Officer Charged With Murdering Two Men in Australia,2024-02-27,0,https://www.nytimes.com/2024/02/27/world/australia/sydney-bodies-found-police-murder.html,"The officer, Beaumont Lamarre-Condon, was charged Friday with killing Jesse Baird, 26, and Luke Davies, 29, who had been missing for more than a week and whose bodies were found on Tuesday.",7274
170,"U.S. Debt Races Toward Record This Decade, C.B.O. Warns",2024-03-20,0,https://www.nytimes.com/2024/03/20/us/politics/debt-taxes-budget.html,Recently passed spending limits have slightly improved the nation’s fiscal outlook.,10415
171,What to Watch in Nevada’s Weird Election Week,2024-02-06,0,https://www.nytimes.com/2024/02/06/us/politics/nevada-republican-primary-caucus-trump-haley.html,"Tuesday’s primaries feature President Biden with token opposition, while Nikki Haley is aiming not to lose to “none of these candidates.” G.O.P. caucuses, engineered for Donald Trump, are on Thursday.",4478
172,Trump Makes Another Pitch to Appeals Court on Immunity in Election Case,2024-01-03,0,https://www.nytimes.com/2024/01/02/us/politics/trump-appeals-court-immunity.html,The filing was the last step before an appeals court in Washington will hold a hearing on the crucial issue next week.,180
173,Why Control of the Senate Hinges on Don Jr.’s Hunting Buddy,2024-03-22,0,https://www.nytimes.com/2024/03/22/opinion/senate-republicans-trump.html,Senate Republicans may win back the chamber in November because they finally learned some lessons from election losses.,10709
174,‘Frozen Garlic!’ Taiwan Likes Its Democracy Loud and Proud,2024-01-11,0,https://www.nytimes.com/2024/01/11/world/asia/taiwan-election-democracy-loud.html,"At the island’s election rallies, warming up the crowd for candidates is crucial. “You have to light a fire in their hearts,” one host says.",1224
175,Johnson Says He Will Invite Netanyahu to Address Congress,2024-03-21,0,https://www.nytimes.com/2024/03/21/world/middleeast/johnson-netanyahu-schumer.html,"Senator Chuck Schumer, the majority leader, also said he would support having a speech delivered “to Congress in a bipartisan way.”",10594
176,Trump Is Losing It,2024-02-13,0,https://www.nytimes.com/2024/02/13/opinion/trump-campaign-biden-aging.html,"Unfortunately for Biden, the former president benefits from something akin to the soft bigotry of low expectations.",5403
177,Pentagon Review Finds No Evidence of Alien Cover-Up,2024-03-08,0,https://www.nytimes.com/2024/03/08/us/politics/pentagon-ufo-alien-review.html,But the new report suggests that the public’s belief that the government is hiding what it knows will probably continue.,8821
178,Beyond the Front Lines,2024-01-05,1,https://www.nytimes.com/2024/01/05/briefing/ukraine-russia-war-new-phase.html,The war in Ukraine has entered a new phase.,509
179,"As Bridge Cleanup Gets Underway, Officials Warn of ‘Daunting’ Process",2024-03-29,0,https://www.nytimes.com/2024/03/29/us/baltimore-francis-scott-key-bridge.html,"Clearing the debris from the collapsed Francis Scott Key Bridge will be a complex but urgent task, officials said. And rebuilding it may take several years, they cautioned.",11605
180,"Who Is Ashleigh Merchant, the Lawyer Who Led the Effort to Oust Fani Willis?",2024-03-15,0,https://www.nytimes.com/2024/03/15/us/elections/ashleigh-merchant-fani-willis.html,Her revelation of a romantic relationship between the lead prosecutors in the Trump case threw the proceedings into turmoil.,9784
181,The Two-Decade Fight for Two Letters on the Internet,2024-02-21,0,https://www.nytimes.com/2024/02/21/world/asia/niue-nu-domain-sweden.html,"The South Pacific island of Niue says it was cheated out of .nu, a domain that turned out to be very lucrative on the other side of the world.",6392
182,Dangerous Subzero Wind Chills Blanket Much of the U.S.,2024-01-14,0,https://www.nytimes.com/2024/01/14/us/cold-snow-blizzards-weather.html,More than 100 million people were under a wind chill warning or advisory on Sunday as an “Arctic blast” blanketed the country. Two people were killed in Oregon after trees fell on their homes.,1618
183,When Public Health Loses the Public,2024-01-18,0,https://www.nytimes.com/2024/01/18/opinion/public-health-trust.html,What role may public health officials have played in fostering public distrust of them?,2093
184,A Protest Against Biden Over the Gaza War,2024-03-01,1,https://www.nytimes.com/2024/03/01/opinion/joe-biden-gaza-protest.html,"Readers discuss Arab American criticism of the president, reflected in the Michigan primary. Also: Politicians’ visits to the border; congressional gridlock.",7697
185,Letter to San Zaw Htway,2024-01-30,1,https://www.nytimes.com/video/opinion/100000009269993/letter-to-san-zaw-htway.html,"After the 2021 military coup in Myanmar, loved ones of the deceased artist and political prisoner San Zaw Htway wrote him letters as an act of remembrance and hope.",3557
186,Sarkozy’s Prison Sentence Halved to 6 Months,2024-02-14,0,https://www.nytimes.com/2024/02/14/world/europe/nicolas-sarkozy-verdict.html,"Former President Nicolas Sarkozy of France saw an appeals court uphold his conviction for illegally financing an election campaign, but he received a lighter sentence.",5609
187,Wednesday Briefing,2024-01-24,0,https://www.nytimes.com/2024/01/24/briefing/buffer-zone-israel-nato-sweden.html,Here’s what you need to know.,2819
188,"The Trump Election Immunity Ruling, Annotated",2024-02-06,0,https://www.nytimes.com/interactive/2024/02/06/us/politics/trump-immunity-ruling-2020-election.html,"A three-judge appeals court panel rejected former President Donald J. Trump’s claim that he was immune to criminal charges. Read its decision, with Times analysis.",4527
189,Boy Is Critically Wounded in Shooting at Houston Church Led by Joel Osteen,2024-02-11,0,https://www.nytimes.com/2024/02/11/us/shooting-houston-osteen-lakewood-church.html,"A woman entered the Lakewood Church, a megachurch in Houston, with a rifle and opened fire, officials said. Off-duty officers shot and killed her.",5220
191,U.S. Fears Russia Might Put a Nuclear Weapon in Space,2024-02-17,0,https://www.nytimes.com/2024/02/17/us/politics/russia-nuclear-weapon-space.html,"American spy agencies are divided on whether Moscow would go so far, but the concern is urgent enough that Secretary of State Antony J. Blinken has asked China and India to try to talk Russia down.",6092
192,Court Papers Offer Glimpse of Trump’s Defense in Classified Documents Case,2024-01-12,0,https://www.nytimes.com/2024/01/12/us/politics/trump-defense-classified-documents.html,The former president’s lawyers may question whether the documents he took from the White House were related to national defense and whether the country’s security was damaged.,1495
193,Birmingham-Southern College to Close After Failing to Secure State Loan,2024-03-26,0,https://www.nytimes.com/2024/03/26/us/birmingham-southern-college-closing.html,"After decades of financial mismanagement, the nearly 170-year-old private liberal arts school is set to close at the end of May.",11222
194,"Manchin, ‘Not Here Campaigning,’ Stirs 2024 Chatter in New Hampshire",2024-01-12,0,https://www.nytimes.com/2024/01/12/us/politics/new-hampshire-joe-manchin.html,"The attention-seeking West Virginia senator, who has teased a late third-party presidential bid, tried to keep up the suspense at a Friday appearance in the state.",1482
195,"If There’s One Thing Trump Is Right About, It’s Republicans",2024-03-10,0,https://www.nytimes.com/2024/03/10/opinion/trump-republicans-mcconnell-2024.html,"For the thousandth time, the G.O.P. refused an off-ramp that would free itself from him.",9021
196,The Genocide Charge Against Israel Is a Moral Obscenity,2024-01-17,1,https://www.nytimes.com/2024/01/16/opinion/israel-hamas-war-genocide.html,"In a war, the killing ends when one side stops fighting. In a genocide, that’s when the killing begins.",1902
197,"DeSantis, in Private Call, Sounds Off on Trump and Conservative News Media",2024-02-22,0,https://www.nytimes.com/2024/02/21/us/politics/desantis-trump-conservative-media.html,"Speaking with supporters in a call on Wednesday, Gov. Ron DeSantis of Florida said he would not be Donald J. Trump’s vice president.",6540
198,"In 2024, Expect New Debates on A.I., Gender and Guns",2024-01-02,0,https://www.nytimes.com/2024/01/02/us/state-legislatures-2024.html,Some of the most contentious issues in the country will dominate the agendas of state legislatures returning to work in the coming days and weeks.,88
199,"Hunter Biden Refuses to Testify Publicly, Calling G.O.P. Inquiry a ‘Circus’",2024-03-13,0,https://www.nytimes.com/2024/03/13/us/politics/hunter-biden-testify.html,"In a letter, a lawyer for the president’s son cited a scheduling conflict and denounced the Republican impeachment inquiry as a “carnival side show.”",9446
